"","peak","C","O","H","N","S","P","MolForm"
"585",311.2228897,18,4,32,0,0,0,NA
"586",311.2955015,20,2,40,0,0,0,NA
"587",312.07261,13,8,15,1,0,0,NA
"588",312.0988252,12,3,26,0,2,1,NA
"589",312.1089753,14,7,19,1,0,0,NA
"590",313.035466,16,7,10,0,0,0,NA
"591",313.0566615,13,9,14,0,0,0,NA
"592",313.0598933,10,9,18,0,1,0,NA
"593",313.071853,17,6,14,0,0,0,NA
"594",313.0784608,11,6,22,0,2,0,NA
"595",313.0929557,14,8,18,0,0,0,NA
"596",313.09606,11,8,22,0,1,0,NA
"597",313.1083136,18,5,18,0,0,0,NA
"598",313.1292906,15,7,22,0,0,0,NA
"599",313.1447279,19,4,22,0,0,0,NA
"600",313.1655956,16,6,26,0,0,0,NA
"601",313.2020784,17,5,30,0,0,0,NA
"602",313.2385056,18,4,34,0,0,0,NA
"603",313.2748048,19,3,38,0,0,0,NA
"604",314.887788,5,6,4,2,4,0,NA
"605",115.0400887,5,3,8,0,0,0,NA
"606",115.0764783,6,2,12,0,0,0,NA
"607",117.0193552,4,4,6,0,0,0,NA
"608",118.0299057,7,1,5,1,0,0,NA
"609",119.034998,4,4,8,0,0,0,NA
"610",121.0295328,7,2,6,0,0,0,NA
"611",122.0247805,6,2,5,1,0,0,NA
"612",129.0193535,5,4,6,0,0,0,NA
"613",129.0921497,7,2,14,0,0,0,NA
"614",131.0350249,5,4,8,0,0,0,NA
"615",133.0506715,5,4,10,0,0,0,NA
"616",135.0452037,8,2,8,0,0,0,NA
"617",137.0244632,7,3,6,0,0,0,NA
"618",138.0196892,6,3,5,1,0,0,NA
"619",143.0350335,6,4,8,0,0,0,NA
"620",143.107804,8,2,16,0,0,0,NA
"621",145.0506851,6,4,10,0,0,0,NA
"622",146.0248479,8,2,5,1,0,0,NA
"623",147.0299447,5,5,8,0,0,0,NA
"624",147.0663444,6,4,12,0,0,0,NA
"625",149.0244407,8,3,6,0,0,0,NA
"626",149.0456048,5,5,10,0,0,0,NA
"627",149.0608569,9,2,10,0,0,0,NA
"628",151.0401326,8,3,8,0,0,0,NA
"629",151.9846896,3,2,7,1,2,0,NA
"630",152.0353595,7,3,7,1,0,0,NA
"631",153.0194098,7,4,6,0,0,0,NA
"632",154.0146055,6,4,5,1,0,0,NA
"633",154.9986727,6,5,4,0,0,0,NA
"634",155.0099165,5,4,4,2,0,0,NA
"635",157.0507429,7,4,10,0,0,0,NA
"636",157.1235033,9,2,18,0,0,0,NA
"637",159.0663768,7,4,12,0,0,0,NA
"638",161.0245005,9,3,6,0,0,0,NA
"639",161.0357657,8,2,6,2,0,0,NA
"640",161.0456547,6,5,10,0,0,0,NA
"641",162.0197304,8,3,5,1,0,0,NA
"642",163.040156,9,3,8,0,0,0,NA
"643",164.0354753,8,3,7,1,0,0,NA
"644",165.0191746,8,4,6,0,0,0,NA
"645",165.0194447,8,4,6,0,0,0,NA
"646",165.0405636,5,6,10,0,0,0,NA
"647",165.0558151,9,3,10,0,0,0,NA
"648",166.0146758,7,4,5,1,0,0,NA
"649",167.0351007,8,4,8,0,0,0,NA
"650",169.0507841,8,4,10,0,0,0,NA
"651",171.0452254,11,2,8,0,0,0,NA
"652",171.066394,8,4,12,0,0,0,NA
"653",171.1391701,10,2,20,0,0,0,NA
"654",173.0820524,8,4,14,0,0,0,NA
"655",175.0612346,7,5,12,0,0,0,NA
"656",179.0351659,5,4,11,1,0,1,NA
"657",179.0562654,6,6,12,0,0,0,NA
"658",180.0304679,4,4,10,2,0,1,NA
"659",181.0142223,8,5,6,0,0,0,NA
"660",187.015151,5,3,7,3,0,1,NA
"661",187.0975817,9,4,16,0,0,0,NA
"662",188.0354292,10,3,7,1,0,0,NA
"663",188.0565098,7,5,11,1,0,0,NA
"664",189.0195479,6,4,9,1,0,1,NA
"665",189.0307155,9,3,6,2,0,0,NA
"666",190.0145982,9,4,5,1,0,0,NA
"667",190.9986833,9,5,4,0,0,0,NA
"668",191.0197613,6,7,8,0,0,0,NA
"669",193.0507199,10,4,10,0,0,0,NA
"670",195.0299409,9,5,8,0,0,0,NA
"671",196.9193828,7,1,2,0,3,0,NA
"672",205.0143295,10,5,6,0,0,0,NA
"673",205.0254777,9,4,6,2,0,0,NA
"674",206.0096686,9,5,5,1,0,0,NA
"675",207.0664722,11,4,12,0,0,0,NA
"676",208.0253035,9,5,7,1,0,0,NA
"677",209.009328,9,6,6,0,0,0,NA
"678",211.0402457,13,3,8,0,0,0,NA
"679",211.097662,11,4,16,0,0,0,NA
"680",214.0146922,11,4,5,1,0,0,NA
"681",214.9299724,7,2,4,0,3,0,NA
"682",215.0352119,8,4,11,1,0,1,NA
"683",219.0300522,11,5,8,0,0,0,NA
"684",221.0092653,10,6,6,0,0,0,NA
"685",221.0667797,8,7,14,0,0,0,NA
"686",221.0820542,12,4,14,0,0,0,NA
"687",221.1547641,14,2,22,0,0,0,NA
"688",223.0249602,10,6,8,0,0,0,NA
"689",224.0200807,9,6,7,1,0,0,NA
"690",225.0042342,9,7,6,0,0,0,NA
"691",230.9911652,15,1,4,0,1,0,NA
"692",231.0300314,12,5,8,0,0,0,NA
"693",231.0562219,15,1,8,2,0,0,NA
"694",232.0253248,11,5,7,1,0,0,NA
"695",233.0092687,11,6,6,0,0,0,NA
"696",233.1547875,15,2,22,0,0,0,NA
"697",234.077202,12,4,13,1,0,0,NA
"698",235.0249671,11,6,8,0,0,0,NA
"699",239.0351075,10,4,11,1,0,1,NA
"700",239.1289716,13,4,20,0,0,0,NA
"701",239.9651436,9,4,6,0,1,1,NA
"702",240.0303617,13,4,7,1,0,0,NA
"703",241.0507458,14,4,10,0,0,0,NA
"704",241.1446722,13,4,22,0,0,0,NA
"705",242.0093548,12,5,5,1,0,0,NA
"706",242.0459244,13,4,9,1,0,0,NA
"707",243.920098,7,3,3,1,3,0,NA
"708",249.0041372,11,7,6,0,0,0,NA
"709",252.9991468,10,8,6,0,0,0,NA
"710",255.0299556,14,5,8,0,0,0,NA
"711",255.1602772,14,4,24,0,0,0,NA
"712",255.232999,16,2,32,0,0,0,NA
"713",256.0253034,13,5,7,1,0,0,NA
"714",257.0458228,10,5,13,1,0,1,NA
"715",258.0409386,13,5,9,1,0,0,NA
"716",259.0249363,13,6,8,0,0,0,NA
"717",264.0307585,11,4,10,2,0,1,NA
"718",265.0508124,16,4,10,0,0,0,NA
"719",266.0459249,15,4,9,1,0,0,NA
"720",267.0298585,15,5,8,0,0,0,NA
"721",269.0456104,15,5,10,0,0,0,NA
"722",271.02501,14,6,8,0,0,0,NA
"723",273.0729414,10,7,14,2,0,0,NA
"724",280.0251714,15,5,7,1,0,0,NA
"725",280.1222719,11,5,23,1,1,0,NA
"726",281.045268,16,5,10,0,0,0,NA
"727",282.0407598,15,5,9,1,0,0,NA
"728",283.0247924,15,6,8,0,0,0,NA
"729",283.2642985,18,2,36,0,0,0,NA
"730",284.0563934,15,5,11,1,0,0,NA
"731",285.0404427,15,6,10,0,0,0,NA
"732",291.9769381,8,9,7,1,1,0,NA
"733",293.1758252,17,4,26,0,0,0,NA
"734",296.9684968,15,3,6,0,2,0,NA
"735",297.0406,16,6,10,0,0,0,NA
"736",297.1708108,16,5,26,0,0,0,NA
"737",299.0196536,15,7,8,0,0,0,NA
"738",300.9423773,8,7,4,2,0,2,NA
"739",304.8359174,8,1,2,0,6,0,NA
"740",309.0400847,9,8,14,2,1,0,NA
"741",311.019602,16,7,8,0,0,0,NA
"742",311.0990494,12,5,24,0,2,0,NA
"743",311.9685439,12,4,10,0,2,1,NA
"744",313.035466,16,7,10,0,0,0,NA
